"userid";"uIndex";"adid";"aIndex";"Rating"
218718;1016;4738458;252;4
292769;1371;4738458;252;4
470611;2203;4738458;252;4
647869;3059;4738458;252;1
922847;4292;4738458;252;4
1033179;4797;4738458;252;4
1085359;5063;4738458;252;1
1181842;5503;4738458;252;1.5
1375305;6363;4738458;252;2
1704661;7872;4738458;252;4
1973597;9120;4738458;252;5
1015164;4732;4739384;253;5
1707074;7881;4739384;253;3.5
1788996;8274;4739384;253;4
1468950;6777;4741676;254;4
1571830;7249;4741676;254;0.5
1666667;7700;4741676;254;4
1691145;7815;4741676;254;4
1305052;6037;4746913;255;4
26938;116;4750524;256;4
420348;1975;4750524;256;4
605554;2854;4750524;256;4
610680;2878;4750524;256;4
701324;3283;4750524;256;4
959601;4465;4750524;256;1
977783;4558;4750524;256;4
1075870;5010;4750524;256;5
1347032;6229;4750524;256;5
1433262;6598;4750524;256;4
1598537;7386;4750524;256;3.5
2027;8;4754018;257;0.5
52694;244;4754018;257;4
93805;431;4754018;257;3.5
172508;773;4754018;257;4
185818;845;4754018;257;4
218416;1012;4754018;257;1.5
307109;1442;4754018;257;4
358281;1703;4754018;257;4
435137;2045;4754018;257;4.5
470445;2201;4754018;257;4
559050;2627;4754018;257;4
646866;3057;4754018;257;4
647999;3060;4754018;257;4
843372;3916;4754018;257;4
992939;4627;4754018;257;4
1072253;4981;4754018;257;4.5
1108928;5166;4754018;257;3.5
1452104;6693;4754018;257;2.5
1509813;6958;4754018;257;1.5
1518216;6989;4754018;257;4
1531620;7050;4754018;257;2.5
1761148;8154;4754018;257;5
1924247;8892;4754018;257;4.5
1032442;4793;4767500;258;4
203066;920;4770604;259;3
267027;1247;4770604;259;3.5
403202;1904;4770604;259;4
482916;2265;4770604;259;4
501952;2338;4770604;259;4
869843;4039;4770604;259;4
1011824;4719;4770604;259;4
1259115;5834;4770604;259;4
1687187;7795;4770604;259;4
254043;1180;4770617;260;3
501952;2338;4770617;260;4
1011824;4719;4770617;260;4
1248784;5801;4770617;260;1
1790540;8282;4770617;260;3
34784;155;4774841;261;4
262399;1220;4774841;261;1.5
365910;1736;4774841;261;5
525161;2452;4774841;261;3
736125;3439;4774841;261;3
990725;4614;4774841;261;3
1021322;4751;4774841;261;4
1056055;4896;4774841;261;4
1344493;6217;4774841;261;4
1549883;7150;4774841;261;4
1829516;8456;4774841;261;2.5
1880560;8699;4774841;261;4
510646;2386;4785296;262;4
796949;3708;4785296;262;1
921630;4286;4785296;262;3.5
1018501;4742;4785296;262;4
1134907;5294;4785296;262;4
1245812;5791;4785296;262;0.5
1317370;6098;4785296;262;1
1621050;7488;4785296;262;4
1739787;8048;4785296;262;2.5
1902020;8785;4785296;262;4
1961735;9069;4785296;262;4.5
22947;96;4787776;263;4
97558;450;4787776;263;4
212167;976;4787776;263;4
217164;1007;4787776;263;2.5
243752;1139;4787776;263;4
259796;1205;4787776;263;4
268770;1255;4787776;263;4.5
356020;1693;4787776;263;2.5
388883;1846;4787776;263;5
468865;2193;4787776;263;3
505321;2363;4787776;263;1
545472;2555;4787776;263;5
590098;2771;4787776;263;4
677235;3173;4787776;263;4
686662;3214;4787776;263;2
771886;3607;4787776;263;3.5
835186;3875;4787776;263;4
847520;3939;4787776;263;4
915463;4261;4787776;263;2.5
929101;4319;4787776;263;4
954679;4441;4787776;263;3.5
965749;4489;4787776;263;2
991043;4619;4787776;263;1
1059851;4923;4787776;263;1.5
1085329;5062;4787776;263;3
1106069;5150;4787776;263;2
1219158;5668;4787776;263;3
1310623;6066;4787776;263;3.5
1316400;6092;4787776;263;4
1402251;6465;4787776;263;2.5
1448535;6673;4787776;263;4
1451815;6691;4787776;263;3.5
1513415;6967;4787776;263;4
1621257;7490;4787776;263;2.5
1654384;7649;4787776;263;4
1681929;7774;4787776;263;5
1745535;8071;4787776;263;4
1820725;8418;4787776;263;4
1896150;8757;4787776;263;5
31128;132;4796404;264;5
77941;365;4796404;264;4
95443;440;4796404;264;2.5
118459;548;4796404;264;4
119627;556;4796404;264;1.5
135100;620;4796404;264;3
179281;815;4796404;264;4.5
209902;962;4796404;264;4
358325;1705;4796404;264;4
379096;1805;4796404;264;2
555412;2609;4796404;264;4
619709;2927;4796404;264;4
627954;2963;4796404;264;4
652844;3078;4796404;264;4
690326;3235;4796404;264;0.5
690613;3237;4796404;264;4.5
703809;3296;4796404;264;4
753305;3517;4796404;264;4
766998;3584;4796404;264;1.5
840448;3903;4796404;264;4
879033;4090;4796404;264;4
914567;4255;4796404;264;2
958431;4459;4796404;264;2.5
974524;4539;4796404;264;4
1003413;4681;4796404;264;4
1022043;4755;4796404;264;1
1080857;5042;4796404;264;4.5
1101996;5127;4796404;264;4
1104145;5140;4796404;264;4
1130543;5273;4796404;264;3.5
1148216;5355;4796404;264;3.5
1231607;5722;4796404;264;4
1244610;5782;4796404;264;4
1262463;5846;4796404;264;1
1292946;5985;4796404;264;4
1341291;6199;4796404;264;4
1405564;6479;4796404;264;1
1457202;6724;4796404;264;2
1462970;6747;4796404;264;4
1470808;6783;4796404;264;3.5
1487846;6859;4796404;264;1.5
1521848;7003;4796404;264;1.5
1572408;7252;4796404;264;4
1610421;7432;4796404;264;4.5
1625825;7515;4796404;264;4
1669095;7710;4796404;264;4
1673586;7738;4796404;264;5
1691650;7819;4796404;264;5
1696584;7835;4796404;264;4
1714033;7920;4796404;264;4
1739766;8047;4796404;264;4
1769742;8190;4796404;264;4
1851626;8566;4796404;264;4.5
1980293;9155;4796404;264;2.5
4013;20;4796744;265;4
32054;137;4796744;265;2
295467;1384;4796744;265;3.5
704799;3299;4796744;265;1.5
805922;3756;4796744;265;3.5
999331;4656;4796744;265;3
1086177;5070;4796744;265;0
1187239;5530;4796744;265;4
1535218;7073;4796744;265;4.5
1792002;8291;4796744;265;4
1886095;8718;4796744;265;4
1977618;9141;4796744;265;4
70715;316;4808505;266;4
77579;362;4808505;266;4
142935;666;4808505;266;3
160769;722;4808505;266;3
226979;1053;4808505;266;4.5
256961;1189;4808505;266;5
370753;1775;4808505;266;5
388835;1845;4808505;266;2
394599;1873;4808505;266;2.5
530003;2485;4808505;266;4
547211;2567;4808505;266;4
625635;2950;4808505;266;4
674292;3156;4808505;266;4
688205;3225;4808505;266;4.5
717205;3363;4808505;266;1
756170;3529;4808505;266;4
800707;3731;4808505;266;4
845086;3924;4808505;266;4
879042;4091;4808505;266;4
932111;4335;4808505;266;2.5
938204;4364;4808505;266;4
945271;4405;4808505;266;4
978661;4564;4808505;266;1
1017205;4735;4808505;266;4.5
1018598;4743;4808505;266;4
1080811;5041;4808505;266;3.5
1129223;5268;4808505;266;1.5
1148973;5362;4808505;266;3.5
1201185;5595;4808505;266;3
1262723;5848;4808505;266;4
1302736;6027;4808505;266;4
1325501;6134;4808505;266;4
1327419;6147;4808505;266;4
1408941;6490;4808505;266;4
1452392;6695;4808505;266;1
1505852;6939;4808505;266;4
1526558;7019;4808505;266;4.5
1614947;7455;4808505;266;4
1647993;7616;4808505;266;4
1649648;7627;4808505;266;3.5
1754193;8118;4808505;266;4.5
1815574;8387;4808505;266;4
1817361;8402;4808505;266;3.5
1889882;8736;4808505;266;4
1903799;8794;4808505;266;4
1916010;8848;4808505;266;4
1919774;8871;4808505;266;4
1939889;8969;4808505;266;4
40853;184;4808521;267;5
378378;1800;4808521;267;4
458049;2140;4808521;267;3.5
722375;3387;4808521;267;2.5
771366;3603;4808521;267;4
899061;4179;4808521;267;4
971545;4524;4808521;267;4
1029340;4780;4808521;267;4
1059237;4917;4808521;267;4
1125801;5248;4808521;267;2
1413701;6513;4808521;267;4
1570065;7245;4808521;267;4
11154;45;4810579;268;4
136103;629;4810579;268;5
145208;671;4810579;268;5
370672;1774;4810579;268;4
385208;1826;4810579;268;1.5
427787;2012;4810579;268;4
435620;2048;4810579;268;3.5
552175;2594;4810579;268;4.5
696173;3261;4810579;268;2
724781;3395;4810579;268;2.5
733385;3427;4810579;268;4
754122;3520;4810579;268;4
837741;3887;4810579;268;5
883317;4108;4810579;268;1
913569;4249;4810579;268;4
963445;4481;4810579;268;4
1071192;4975;4810579;268;4
1164092;5428;4810579;268;2.5
1183903;5512;4810579;268;2.5
1318047;6099;4810579;268;5
1352359;6251;4810579;268;3.5
1355103;6263;4810579;268;4
1425194;6566;4810579;268;4
1547479;7135;4810579;268;5
1611530;7436;4810579;268;4
1658313;7664;4810579;268;4
1670875;7723;4810579;268;4
1690666;7812;4810579;268;4
1735172;8027;4810579;268;1
1748195;8085;4810579;268;4
1787958;8269;4810579;268;3
1793636;8300;4810579;268;4
1797811;8317;4810579;268;4
1814977;8383;4810579;268;4
1826522;8444;4810579;268;2
1837920;8498;4810579;268;2.5
1870208;8650;4810579;268;1.5
1872508;8660;4810579;268;2.5
1959338;9059;4810579;268;5
1985751;9185;4810579;268;4
106567;493;4811423;269;2.5
134984;619;4811423;269;4
409182;1928;4811423;269;5
526624;2461;4811423;269;4
554788;2606;4811423;269;4
760021;3546;4811423;269;2
774461;3618;4811423;269;4
908378;4230;4811423;269;4
927225;4311;4811423;269;3.5
954351;4439;4811423;269;4
990969;4617;4811423;269;4
1267681;5873;4811423;269;2.5
1338558;6191;4811423;269;4
1433903;6600;4811423;269;2.5
1452709;6698;4811423;269;4
1506872;6946;4811423;269;4.5
1716292;7933;4811423;269;4
1797494;8315;4811423;269;4
1836803;8490;4811423;269;2
1841216;8513;4811423;269;0
1909550;8819;4811423;269;3.5
1910692;8824;4811423;269;4
1460147;6738;4816808;270;1
442853;2078;4823422;271;2
517382;2413;4823422;271;3.5
587072;2753;4823422;271;1.5
716669;3359;4823422;271;2.5
726373;3399;4823422;271;1.5
1548005;7138;4823422;271;4
1564345;7216;4823422;271;1.5
1587301;7315;4823422;271;5
1702182;7866;4823422;271;3
1832094;8470;4823422;271;4.5
1848205;8553;4823422;271;4
13769;62;4834818;272;5
14253;64;4834818;272;3.5
46716;219;4834818;272;4.5
69599;308;4834818;272;5
88261;415;4834818;272;1
99769;463;4834818;272;4
138200;637;4834818;272;4
138981;648;4834818;272;1.5
147604;682;4834818;272;4
209343;955;4834818;272;4
213440;986;4834818;272;4
231836;1081;4834818;272;5
261173;1209;4834818;272;5
266048;1240;4834818;272;0
284761;1333;4834818;272;5
322576;1526;4834818;272;3.5
325258;1545;4834818;272;4
325824;1550;4834818;272;4
334718;1589;4834818;272;4
418708;1971;4834818;272;5
451648;2116;4834818;272;4
465473;2181;4834818;272;4.5
471162;2205;4834818;272;4.5
481316;2258;4834818;272;4
527968;2471;4834818;272;4
568090;2662;4834818;272;4.5
580479;2716;4834818;272;4
595885;2808;4834818;272;4
612962;2888;4834818;272;4
633492;2993;4834818;272;4
638015;3006;4834818;272;4
639412;3017;4834818;272;2.5
640057;3023;4834818;272;4
640793;3026;4834818;272;4
658111;3095;4834818;272;4
675269;3160;4834818;272;4
695222;3252;4834818;272;4
697476;3271;4834818;272;4
711519;3326;4834818;272;4
745087;3481;4834818;272;4
749659;3505;4834818;272;4
757631;3537;4834818;272;3
760077;3547;4834818;272;5
829013;3851;4834818;272;4.5
843975;3918;4834818;272;3
875624;4071;4834818;272;5
888764;4137;4834818;272;3
893817;4161;4834818;272;5
906735;4223;4834818;272;4
911413;4242;4834818;272;3
967960;4500;4834818;272;4
985990;4599;4834818;272;4
1032765;4795;4834818;272;4
1040610;4830;4834818;272;4
1041966;4839;4834818;272;4
1046693;4861;4834818;272;4
1111023;5172;4834818;272;4
1145464;5338;4834818;272;4
1172183;5470;4834818;272;4
1178805;5491;4834818;272;4
1187000;5527;4834818;272;4
1219800;5670;4834818;272;4
1224368;5691;4834818;272;4
1238143;5752;4834818;272;4
1307510;6049;4834818;272;2.5
1327285;6146;4834818;272;4
1422642;6552;4834818;272;4
1435950;6610;4834818;272;4
1443388;6642;4834818;272;3.5
1461104;6742;4834818;272;4
1465712;6760;4834818;272;4
1486931;6855;4834818;272;2
1515896;6973;4834818;272;4
1533789;7062;4834818;272;0.5
1535825;7078;4834818;272;4.5
1546817;7129;4834818;272;4.5
1548400;7142;4834818;272;4
1555968;7174;4834818;272;4
1580982;7284;4834818;272;3.5
1641060;7588;4834818;272;1.5
1647242;7613;4834818;272;5
1653981;7648;4834818;272;5
1657686;7660;4834818;272;4
1732792;8017;4834818;272;5
1780464;8234;4834818;272;4.5
1786199;8262;4834818;272;4
1802845;8335;4834818;272;4
1824067;8431;4834818;272;4
1832075;8469;4834818;272;4.5
1832900;8476;4834818;272;4
1834698;8483;4834818;272;4.5
1854358;8578;4834818;272;4
1863138;8608;4834818;272;4
1883178;8712;4834818;272;3.5
1888171;8730;4834818;272;2.5
1891661;8743;4834818;272;5
1899682;8777;4834818;272;4
1900113;8778;4834818;272;4
1954638;9043;4834818;272;4
1963421;9077;4834818;272;3.5
59846;280;4851249;273;4
96494;444;4851249;273;4
107876;499;4851249;273;4
138304;639;4851249;273;5
199681;907;4851249;273;4
292895;1372;4851249;273;2
529216;2475;4851249;273;4
532230;2497;4851249;273;4.5
590367;2773;4851249;273;4
598011;2818;4851249;273;4
631616;2984;4851249;273;4
756032;3527;4851249;273;3.5
758911;3541;4851249;273;4
778779;3635;4851249;273;4
848021;3946;4851249;273;4
848028;3947;4851249;273;4
897526;4171;4851249;273;4
927945;4313;4851249;273;4
938496;4367;4851249;273;4
1007858;4699;4851249;273;4
1041453;4835;4851249;273;5
1095647;5108;4851249;273;4
1165436;5430;4851249;273;3.5
1205097;5610;4851249;273;4
1393328;6420;4851249;273;4
1404735;6475;4851249;273;4
1478827;6809;4851249;273;4
1546573;7123;4851249;273;4
1593125;7348;4851249;273;4.5
1632277;7539;4851249;273;4
1708341;7887;4851249;273;4
1845522;8538;4851249;273;5
1901386;8784;4851249;273;4
2085;9;4853841;274;4
19228;81;4853841;274;4
32133;139;4853841;274;4
45493;214;4853841;274;1.5
108057;500;4853841;274;4
168175;756;4853841;274;4
176746;799;4853841;274;4
195279;883;4853841;274;4
199042;906;4853841;274;3.5
204922;932;4853841;274;4
224283;1038;4853841;274;3
234839;1097;4853841;274;4
240641;1123;4853841;274;3
273902;1278;4853841;274;3
300151;1404;4853841;274;3
300221;1407;4853841;274;5
316559;1490;4853841;274;4
322476;1525;4853841;274;4
343338;1624;4853841;274;4
353353;1674;4853841;274;4
392840;1859;4853841;274;4
402430;1899;4853841;274;0
414377;1944;4853841;274;2.5
416187;1955;4853841;274;3.5
420190;1974;4853841;274;4
449045;2103;4853841;274;5
464357;2177;4853841;274;3.5
551159;2588;4853841;274;4
554523;2604;4853841;274;4
596517;2811;4853841;274;3
598752;2822;4853841;274;4
612314;2886;4853841;274;3.5
618032;2915;4853841;274;4
629877;2975;4853841;274;4
641160;3028;4853841;274;4
642851;3036;4853841;274;0
645052;3044;4853841;274;4
676165;3164;4853841;274;4.5
687097;3217;4853841;274;4
728936;3405;4853841;274;4
732683;3424;4853841;274;4
762233;3558;4853841;274;4
770391;3598;4853841;274;1.5
773916;3613;4853841;274;4
776732;3627;4853841;274;2
795523;3700;4853841;274;2.5
807164;3762;4853841;274;4
822492;3823;4853841;274;4
899852;4182;4853841;274;4
904973;4207;4853841;274;4
907131;4224;4853841;274;0
939891;4377;4853841;274;3
974626;4541;4853841;274;4
1025475;4769;4853841;274;4
1031710;4790;4853841;274;4
1049821;4869;4853841;274;4
1055267;4892;4853841;274;2
1104265;5142;4853841;274;4
1119481;5220;4853841;274;4
1179847;5493;4853841;274;4
1239980;5763;4853841;274;4
1243580;5776;4853841;274;4
1245477;5788;4853841;274;5
1264887;5863;4853841;274;4
1269806;5884;4853841;274;4
1343154;6211;4853841;274;4
1346030;6221;4853841;274;4
1360130;6293;4853841;274;4.5
1362726;6308;4853841;274;3.5
1399912;6456;4853841;274;4
1463509;6750;4853841;274;4
1500260;6909;4853841;274;4
1542910;7113;4853841;274;4.5
1609161;7423;4853841;274;4
1626832;7521;4853841;274;0
1697090;7841;4853841;274;3
1738354;8042;4853841;274;4
1745604;8072;4853841;274;4
1785681;8258;4853841;274;4
1786711;8267;4853841;274;4
1849611;8558;4853841;274;4
1860964;8602;4853841;274;4
1911349;8826;4853841;274;4
1923348;8888;4853841;274;1.5
1943546;8988;4853841;274;4
1992208;9223;4853841;274;3.5
1996032;9239;4853841;274;3.5
98583;458;4854178;275;4
590098;2771;4854178;275;4
630761;2979;4854178;275;4
1134285;5287;4854178;275;4
1276451;5927;4854178;275;1
1359870;6289;4854178;275;1.5
1437105;6615;4854178;275;4
1842220;8519;4854178;275;1.5
1862348;8606;4854178;275;1
11652;49;4859989;276;2
22207;93;4859989;276;4
97558;450;4859989;276;4
102916;481;4859989;276;4
165351;738;4859989;276;4
219208;1018;4859989;276;4
253773;1177;4859989;276;2.5
281548;1317;4859989;276;3
305773;1436;4859989;276;4
366440;1740;4859989;276;4
449746;2107;4859989;276;4
450620;2110;4859989;276;4.5
479000;2248;4859989;276;5
529750;2481;4859989;276;4
616902;2906;4859989;276;4
626436;2957;4859989;276;4
708363;3313;4859989;276;4
708565;3314;4859989;276;3
709393;3318;4859989;276;1.5
799328;3721;4859989;276;1.5
803737;3749;4859989;276;4
940679;4382;4859989;276;2
958666;4462;4859989;276;4.5
993676;4629;4859989;276;4
993810;4633;4859989;276;4.5
1021623;4754;4859989;276;4
1025288;4768;4859989;276;4
1043363;4846;4859989;276;1.5
1044244;4851;4859989;276;4
1073144;4987;4859989;276;4.5
1127879;5260;4859989;276;4
1196209;5570;4859989;276;4.5
1211085;5634;4859989;276;1.5
1238675;5757;4859989;276;4.5
1241106;5768;4859989;276;4.5
1248814;5802;4859989;276;4
1390671;6412;4859989;276;4.5
1412144;6506;4859989;276;4
1479395;6816;4859989;276;4
1506589;6942;4859989;276;4
1535427;7075;4859989;276;4
1538148;7088;4859989;276;4.5
1539069;7096;4859989;276;4
1566253;7221;4859989;276;2
1573258;7254;4859989;276;1
1586338;7309;4859989;276;4
1620883;7486;4859989;276;3
1649972;7629;4859989;276;4.5
1660852;7675;4859989;276;4.5
1735335;8028;4859989;276;4
1913005;8836;4859989;276;1.5
1956190;9047;4859989;276;4
1991823;9216;4859989;276;4
32726;145;4860032;277;5
73627;332;4860032;277;1.5
81653;383;4860032;277;4
140640;657;4860032;277;0
150414;693;4860032;277;4
223439;1034;4860032;277;2
242568;1130;4860032;277;4
253146;1174;4860032;277;4
348089;1649;4860032;277;3.5
353323;1673;4860032;277;4.5
403931;1906;4860032;277;4
552009;2591;4860032;277;0.5
559183;2628;4860032;277;3
566714;2656;4860032;277;5
602951;2836;4860032;277;2
660931;3107;4860032;277;4
730864;3412;4860032;277;4
733065;3425;4860032;277;4
948475;4417;4860032;277;1.5
990885;4616;4860032;277;3.5
1010952;4715;4860032;277;4
1108699;5165;4860032;277;4
1153795;5389;4860032;277;4
1176177;5479;4860032;277;4
1308845;6057;4860032;277;2.5
1363210;6309;4860032;277;3.5
1386589;6400;4860032;277;3
1422310;6549;4860032;277;4.5
1451495;6687;4860032;277;4
1454882;6710;4860032;277;4.5
1485033;6843;4860032;277;4
1547317;7134;4860032;277;4
1568955;7238;4860032;277;1
1623826;7504;4860032;277;3
1712202;7912;4860032;277;4
1712859;7914;4860032;277;4
1714679;7923;4860032;277;4
1846998;8547;4860032;277;4
1906449;8805;4860032;277;3
1915789;8847;4860032;277;4
1979444;9148;4860032;277;5
387869;1841;4869842;278;0
769477;3590;4874720;279;3.5
1634263;7550;4874720;279;5
1422221;6548;4881367;280;1
1935999;8949;4883168;281;0
969977;4513;4894861;282;4
616756;2904;4900000;283;2.5
1470942;6784;4902298;284;1
26257;111;4902413;285;3
47701;224;4902413;285;5
95443;440;4902413;285;4
127160;590;4902413;285;4
143318;667;4902413;285;4
157522;712;4902413;285;4
168378;757;4902413;285;4
182381;826;4902413;285;4
208503;950;4902413;285;4
293064;1374;4902413;285;3
398358;1882;4902413;285;5
415582;1951;4902413;285;4
448413;2101;4902413;285;5
453634;2122;4902413;285;4
501059;2335;4902413;285;4
521497;2432;4902413;285;4.5
523480;2438;4902413;285;5
555073;2607;4902413;285;4
623383;2941;4902413;285;2
742422;3463;4902413;285;4.5
795676;3701;4902413;285;5
910882;4238;4902413;285;2
1005881;4690;4902413;285;4
1013526;4724;4902413;285;5
1129739;5272;4902413;285;4.5
1327881;6150;4902413;285;4
1358755;6283;4902413;285;4
1383071;6387;4902413;285;4
1398279;6443;4902413;285;4
1465712;6760;4902413;285;4
1512711;6965;4902413;285;4.5
1569014;7239;4902413;285;4
1576826;7269;4902413;285;4
1688246;7800;4902413;285;3.5
1688622;7803;4902413;285;4
1758330;8138;4902413;285;4
1845642;8540;4902413;285;4
1848122;8552;4902413;285;2.5
1900113;8778;4902413;285;4
1937483;8956;4902413;285;4
1947057;9002;4902413;285;4
1954391;9042;4902413;285;4
1963227;9076;4902413;285;2.5
220332;1023;4902908;286;5
1754764;8124;4902908;286;3
1574031;7259;4907338;287;4
1314411;6084;4908666;288;3.5
1814752;8381;4908666;288;1
92670;425;4920671;289;4
94028;433;4920671;289;3
294285;1381;4920671;289;1
393878;1868;4920671;289;4
477125;2237;4920671;289;5
479083;2249;4920671;289;1.5
512856;2393;4920671;289;1
644445;3042;4920671;289;4
743454;3473;4920671;289;4
836120;3877;4920671;289;5
955467;4445;4920671;289;1.5
961838;4476;4920671;289;3.5
1113265;5188;4920671;289;3
1301405;6018;4920671;289;5
1339781;6198;4920671;289;4.5
1439860;6626;4920671;289;5
1888030;8726;4920671;289;4
1890454;8737;4920671;289;4
1934079;8938;4920671;289;3.5
947109;4414;4925956;290;0
511744;2391;4926004;291;5
587634;2758;4926004;291;4
1561311;7202;4926004;291;4
76885;357;4926700;292;4
764712;3569;4926700;292;5
1599071;7389;4926700;292;4
1707083;7882;4926700;292;4
1728085;7995;4926700;292;4
1955566;9045;4926700;292;3.5
855991;3977;4927201;293;4
1223455;5688;4929695;294;4
1273401;5909;4929695;294;4
1398326;6444;4929695;294;3
1422221;6548;4929695;294;1
862091;4005;4937930;295;4
1171736;5468;4937930;295;4
1580487;7282;4937930;295;4
806883;3761;4942416;296;0
1359;5;4943797;297;1
13682;61;4943797;297;4
49820;233;4943797;297;4
83301;390;4943797;297;4
147232;679;4943797;297;5
216581;1006;4943797;297;4
264018;1226;4943797;297;3.5
328889;1563;4943797;297;4
384343;1823;4943797;297;4
410033;1932;4943797;297;3.5
433253;2036;4943797;297;2.5
434351;2039;4943797;297;4
447928;2100;4943797;297;4
461204;2162;4943797;297;3.5
615451;2897;4943797;297;4
682645;3191;4943797;297;3.5
748438;3497;4943797;297;4
820672;3814;4943797;297;4
823923;3828;4943797;297;4
854370;3970;4943797;297;4.5
857532;3983;4943797;297;4
969983;4514;4943797;297;2.5
1076702;5018;4943797;297;4
1077083;5019;4943797;297;4
1176077;5478;4943797;297;5
1178688;5489;4943797;297;0
1234077;5732;4943797;297;4
1465194;6758;4943797;297;4
1527284;7025;4943797;297;4.5
1579152;7281;4943797;297;5
1612994;7447;4943797;297;4.5
1753093;8109;4943797;297;4
1834271;8482;4943797;297;3
1868315;8638;4943797;297;5
1929864;8922;4943797;297;4
1941083;8975;4943797;297;3
974331;4537;4944005;298;3
1021507;4753;4944005;298;4
1025842;4771;4944005;298;4
1144200;5334;4944005;298;2.5
1411811;6504;4944005;298;3.5
1892791;8747;4944005;298;4
1988785;9206;4944005;298;4
318766;1508;4944010;299;0.5
668449;3141;4944010;299;3.5
879399;4093;4944010;299;1.5
1000122;4661;4944010;299;4
1023482;4761;4944010;299;2
1117092;5207;4944010;299;4
1125061;5246;4944010;299;4
1351669;6249;4944010;299;4.5
1437002;6614;4944010;299;4.5
1595307;7362;4944010;299;4
1842733;8522;4944010;299;1.5
1850587;8562;4944010;299;1
1889811;8735;4944010;299;4
1968499;9100;4944010;299;4
1592617;7345;4951801;300;2
1301656;6020;4951823;301;2
1301656;6020;4951843;302;1.5
1838066;8499;4951843;302;4
1154538;5394;4951845;303;5
1493800;6879;4951845;303;5
77643;363;4972233;304;4
140384;654;4972233;304;4
209619;959;4972233;304;4
269585;1259;4972233;304;3
403654;1905;4972233;304;4
451355;2113;4972233;304;4
655720;3088;4972233;304;2.5
749689;3506;4972233;304;3.5
801828;3736;4972233;304;4
812260;3778;4972233;304;4
940542;4380;4972233;304;3.5
1008880;4704;4972233;304;4.5
1009452;4707;4972233;304;4
1031065;4788;4972233;304;4
1101343;5124;4972233;304;3
1141776;5323;4972233;304;2
1150867;5367;4972233;304;3.5
1255559;5821;4972233;304;4
1369989;6333;4972233;304;4
1425571;6572;4972233;304;4
1642810;7595;4972233;304;3.5
1781041;8237;4972233;304;4
1933505;8937;4976635;305;5
135521;624;4978108;306;4
447613;2099;4978108;306;4
526455;2460;4978108;306;4
1021131;4750;4978108;306;2
1342413;6207;4978108;306;2
1703171;7869;4978108;306;3.5
1826728;8445;4978108;306;2.5
1768963;8186;4978789;307;4
86798;406;4982184;308;3.5
152988;701;4982184;308;4
172416;772;4982184;308;4
282616;1321;4982184;308;3
299476;1401;4982184;308;4
315682;1486;4982184;308;2
422174;1982;4982184;308;2.5
434415;2041;4982184;308;4
541183;2536;4982184;308;4
578642;2709;4982184;308;3.5
898270;4176;4982184;308;4
919896;4279;4982184;308;4
1002720;4676;4982184;308;4
1029413;4781;4982184;308;2.5
1116697;5203;4982184;308;2.5
1240280;5765;4982184;308;4
1269525;5883;4982184;308;4
1282568;5950;4982184;308;4
1386363;6399;4982184;308;2.5
1397466;6440;4982184;308;4
1404498;6474;4982184;308;5
1412920;6511;4982184;308;3
1418366;6529;4982184;308;5
1465125;6756;4982184;308;3.5
1499119;6903;4982184;308;3.5
1536217;7082;4982184;308;4
1578999;7279;4982184;308;4
1702549;7867;4982184;308;3
1769388;8189;4982184;308;4.5
1940802;8974;4982184;308;4
1965769;9087;4982184;308;3
976837;4551;4982223;309;4
1098373;5119;4982223;309;4
1342413;6207;4982223;309;4
398429;1883;4985119;310;4
413088;1939;4985119;310;4
553270;2599;4985119;310;4.5
592794;2789;4985119;310;3.5
732186;3422;4985119;310;3
1636580;7563;4985550;311;0
145634;673;4985953;312;4
862046;4004;4985953;312;5
1062320;4932;4985953;312;4
1267807;5874;4985953;312;4
1284028;5954;4985953;312;1
1719717;7950;4985953;312;4
1772303;8200;4985953;312;4
658676;3099;4985965;313;4
770635;3601;4985965;313;4
1497553;6889;4985965;313;4
1861832;8605;4985965;313;4
1547175;7133;4990399;314;0
341446;1615;4994194;315;2.5
635366;2998;4994194;315;4
945052;4404;4994500;316;0
1606428;7414;4996718;317;4
613596;2891;4997297;318;3
1072267;4982;4997297;318;4
426676;2005;4997353;319;4
390813;1854;5000000;320;4
616756;2904;5000000;320;4
616756;2904;5000003;321;0.5
69235;307;5009144;322;4
78517;368;5009144;322;4
94686;436;5009144;322;4
107021;495;5009144;322;4.5
114382;524;5009144;322;0
115276;534;5009144;322;4
186852;850;5009144;322;3.5
245375;1143;5009144;322;2.5
278128;1302;5009144;322;4
292026;1367;5009144;322;4
292958;1373;5009144;322;4
320505;1512;5009144;322;4
393504;1865;5009144;322;4
403970;1907;5009144;322;4
441768;2074;5009144;322;1
461578;2163;5009144;322;1.5
497746;2320;5009144;322;4.5
524750;2449;5009144;322;4
527669;2468;5009144;322;4.5
553072;2595;5009144;322;3.5
595007;2804;5009144;322;4.5
654488;3085;5009144;322;4
685485;3205;5009144;322;4
715213;3347;5009144;322;4
780886;3649;5009144;322;4
797504;3712;5009144;322;4
800912;3733;5009144;322;4
903972;4200;5009144;322;5
944516;4399;5009144;322;4
963826;4482;5009144;322;4.5
972036;4526;5009144;322;5
1004939;4687;5009144;322;4
1007148;4696;5009144;322;2
1037030;4816;5009144;322;4
1095779;5109;5009144;322;5
1101528;5125;5009144;322;5
1111748;5178;5009144;322;4
