"AdID";"CreateDate";"ChangeDate";"AdStatusID";"SiteID";"AdGroupID";"ParentAdID";"PropertyTypeID";"DealTypeID";"AvailableDate";"HasCableTV";"HasCellar";"HasConservatory";"HasDishwasher";"HasDryer";"HasFireplace";"HasGarden";"HasGardenhouse";"HasLift";"HasPlayground";"HasTinkerroom";"HasWashingmachine";"HasWoodStove";"IsAttic";"IsBrightly";"IsBuildingLandConnected";"IsCentral";"IsChildFriendly";"IsCornerHouse";"IsFirstTimeUse";"IsFlatShare";"IsFurnished";"IsMiddleHouse";"IsMinergieCertified";"IsNewBuilding";"IsOldBuilding";"IsQuiet";"IsRaisedGroundFloor";"IsSunny";"IsUnderBuildingLaws";"IsUnderRoof";"IsWheelchairAccessable";"NumApartments";"NumBalconies";"NumBaths";"NumBathtubs";"NumFloors";"NumParkingIndoor";"NumParkingOutdoor";"NumPorches";"NumRooms";"NumShowers";"NumSwimmingPools";"NumTerraces";"NumToilets";"YearOfConstruction";"CountryID";"Zip";"City";"Street";"Condition";"CurrencyID";"DistanceBus";"DistanceHighway";"DistanceKindergarden";"DistancePlayground";"DistancePrimarySchool";"DistanceSecondarySchool";"DistanceShoppingFacilities";"DistanceTimeBus";"DistanceTimeHighway";"DistanceTimeShoppingFacilities";"DistanceTrainStation";"DistanceUniversity";"Floor";"Flooring";"LivingSpace";"BuildingArea";"BalconyMeters";"GardenMeters";"Heating";"LastModifiedOnSite";"MinergieGeneral";"GrossRent";"NetRent";"SideCost";"PurchasePrice";"Orientation";"ParkingIndoorText";"ParkingOutdoorText";"PetsAllowed";"PhoneType";"RenovationYear";"Situation";"StoveType";"ViewText";"Volume";"VendorCity";"VendorCountry";"VendorPriority";"VendorType";"VendorWebsite";"VendorZIP";"FlatRate";"PriceModel";"LastCreateMessageID";"LastUpdateMessageID";"LastDeleteMessageID";"LastMutatedMessageID";"GeoPosQuality";"GeoDataSource";"LevenshteinMatch";"LevenshteinFactor";"GeoPosX";"GeoPosY";"GeoPosLng";"GeoPosLat";"GeoSystem";"District";"StreetNumber";"ComparisPoints";"ComparisPrice";"ComparisPriceMin";"ComparisPriceMax";"CommunityID";"CommunityName";"UsefulArea";"PriceTypeID";"DuplicateGroupID";"LastPriceChangeDate";"LastPriceChange";"OverallPriceChange";"LocationID";"PartialMatch";"RealEstateID";"DeleteDate";"SiteIDOriginal"
5274774;2011-05-07 12:45:34.863;2016-04-20 13:26:33.550;20;201;5274774;5274774;27;20;9999-12-31 00:00:00.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8;2853;Courfaivre;Chemin de la Tuilerie;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4000;NULL;NULL;NULL;02.03.2016 09:02:44;NULL;NULL;NULL;NULL;70;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Porrentruy 2;CH;NULL;NULL;NULL;2900;NULL;NULL;39400594;158077553;107684494;NULL;6;Google;NULL;NULL;242452;587355;7.2713332000;47.3328051000;NULL;District de Delémont;NULL;NULL;NULL;NULL;NULL;6729;Haute-Sorne;4000;2;5951862;NULL;NULL;NULL;80741;0;3289231;NULL;NULL
5275783;2011-05-08 04:46:02.363;2016-04-27 03:02:36.117;20;201;5266362;5275783;8;10;9999-12-31 00:00:00.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2008;8;4052;Basel;Birsstrasse;NULL;1;70;100;NULL;NULL;NULL;NULL;30;NULL;NULL;NULL;NULL;NULL;7;NULL;NULL;NULL;NULL;NULL;NULL;07.01.2016 18:18:45;NULL;350;290;60;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Beim Stadion;NULL;NULL;NULL;Basel;CH;NULL;NULL;NULL;4020;NULL;NULL;39408916;158628221;140910348;NULL;9;Google;NULL;NULL;265636;613785;7.6217164000;47.5413057000;NULL;Kanton Basel-Stadt;320;NULL;NULL;NULL;NULL;2701;Basel;389;4;5444916;NULL;NULL;NULL;40857;0;2962991;NULL;NULL
5289322;2011-05-09 14:45:50.993;2011-05-14 10:13:46.317;-1;203;5270519;5289322;4;20;9999-12-31 00:00:00.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;NULL;NULL;NULL;NULL;1;5.5;2;NULL;NULL;2;1976;8;8570;NULL;Kappelerweg;renovationsbedürftig;1;NULL;NULL;ca. 1000 m;NULL;ca. 1000 m;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;160;678;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;845000;NULL;Abstellplatz gedeckt;Abstellplatz ungedeckt;NULL;NULL;NULL;NULL;Gas;NULL;NULL;Frauenfeld;NULL;NULL;NULL;http://www.goldinger.ch;8503;NULL;NULL;39441013;NULL;39734655;NULL;9;Google;NULL;NULL;269884;726434;9.1188928000;47.5674827000;NULL;Bezirk Weinfelden;27;NULL;NULL;NULL;NULL;4946;Weinfelden;NULL;NULL;5951095;NULL;NULL;NULL;41093;0;3288650;2011-05-14 10:13:46.317;NULL
5293409;2011-05-10 04:46:16.563;2016-04-20 21:12:29.013;20;201;5293409;5293409;8;10;9999-12-31 00:00:00.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8;4132;Muttenz;Frohburgerstrasse;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;08.03.2016 16:24:43;NULL;215;195;20;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Basel;CH;NULL;NULL;NULL;4020;NULL;NULL;39466988;158168378;107684505;NULL;9;Google;NULL;NULL;264322;616202;7.6537716000;47.5294330000;NULL;Bezirk Arlesheim;32;NULL;NULL;NULL;NULL;2770;Muttenz;200;4;13375841;2016-03-08 19:32:27.837;59;59;42009;0;5357882;NULL;NULL
5296639;2011-05-10 20:40:57.310;2016-05-05 13:31:40.427;20;200;5296639;5296639;8;10;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;1991;NULL;8134;Adliswil;Zürichstrasse;NULL;1;50;200;NULL;NULL;NULL;NULL;50;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2533;2424;109;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;39550784;159066126;111000326;NULL;9;Google;NULL;NULL;242375;682478;8.5297391000;47.3270863000;NULL;Bezirk Horgen;110B;NULL;NULL;NULL;NULL;131;Adliswil;162;4;13490458;2016-05-05 12:10:52.623;1588;1198;43088;0;5420425;NULL;NULL
5301926;2011-05-12 04:48:45.357;2016-04-21 18:22:50.660;20;201;14156412;5301926;16;10;2016-04-21 18:22:50.427;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;1;NULL;NULL;2;NULL;NULL;NULL;3.5;NULL;NULL;NULL;NULL;2012;8;4629;NULL;Bornweg;NULL;1;100;NULL;500;NULL;500;300;500;NULL;NULL;NULL;NULL;NULL;2;NULL;185;NULL;NULL;NULL;NULL;19.01.2016 14:57:49;NULL;2040;1790;250;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Fulenbach;CH;NULL;NULL;NULL;4629;NULL;NULL;39599236;158261847;120916986;NULL;8;Google;NULL;NULL;236470;629982;7.8348962000;47.2784456000;NULL;Bezirk Olten;6;NULL;NULL;NULL;NULL;2575;Fulenbach;NULL;5;13281207;2016-01-19 20:02:34.380;2;-5;90554;1;2475142;NULL;NULL
5306351;2011-05-13 11:17:57.283;2016-04-05 23:02:19.600;-2;201;5306351;5306351;11;10;2016-03-09 14:32:58.557;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;1;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL;NULL;NULL;2009;8;2502;Biel/Bienne;Mattenstrasse;NULL;1;100;NULL;NULL;NULL;NULL;NULL;100;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;09.03.2016 08:39:21;NULL;1380;1230;150;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;Biel 3;CH;NULL;NULL;NULL;2500;NULL;NULL;39710947;155549512;107684516;157044430;6;Google;NULL;NULL;220206;585434;7.2466348000;47.1326766000;NULL;Amtsbezirk Biel;NULL;NULL;NULL;NULL;NULL;371;Biel/Bienne;NULL;5;13315254;2016-02-05 11:32:50.893;-7;15;83625;0;3294760;2016-04-05 23:02:19.600;NULL
5309945;2011-05-14 04:47:58.817;2016-04-21 08:53:06.940;20;201;5308606;5309945;21;20;9999-12-31 00:00:00.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.5;NULL;NULL;NULL;NULL;1974;8;1976;Aven;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;130;NULL;NULL;NULL;NULL;17.03.2015 09:29:13;NULL;NULL;NULL;NULL;440000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Vétroz;CH;NULL;NULL;NULL;1963;NULL;NULL;39728171;158202738;107684523;NULL;5;Google;NULL;NULL;124862;587740;7.2795966000;46.2750614000;NULL;District de Conthey;NULL;NULL;NULL;NULL;NULL;6023;Conthey;NULL;1;5960581;NULL;NULL;NULL;81326;0;3295387;NULL;NULL
5311965;2011-05-15 04:14:26.727;2011-06-14 12:48:46.667;-1;201;5311965;5311965;4;20;9999-12-31 00:00:00.000;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;1;NULL;1;NULL;NULL;NULL;NULL;1;2;NULL;NULL;3;8;NULL;8;2;NULL;NULL;2;NULL;8;5210;NULL;Kanalstrasse;neuwertig;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Parkett & Steinböden;420;400;NULL;NULL;Bodenheizung;NULL;NULL;NULL;NULL;NULL;1650000;Ebene;NULL;NULL;NULL;ADSL;NULL;NULL;Glaskeramikherd;unverbaubar;NULL;Windisch;ch;NULL;NULL;NULL;5210;NULL;NULL;39740655;40452102;40520604;NULL;9;Google;NULL;NULL;259451;659951;8.2340425000;47.4830934000;NULL;Bezirk Brugg;20;NULL;NULL;NULL;NULL;4123;Windisch;NULL;NULL;5961771;NULL;NULL;NULL;45285;0;3296248;2011-06-14 12:48:46.650;NULL
5312172;2011-05-15 05:43:47.667;2011-07-19 04:51:46.217;-1;201;5308952;5312172;16;20;9999-12-31 00:00:00.000;1;NULL;NULL;NULL;NULL;0;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;4.5;NULL;0;NULL;NULL;2007;8;8608;NULL;Friedheimstrasse;NULL;1;NULL;700;1000;NULL;1000;1100;700;NULL;NULL;NULL;NULL;NULL;3;NULL;127;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;660000;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;Y;NULL;Gossau ZH;CH;NULL;NULL;NULL;8625;NULL;NULL;39743051;40811456;41593620;NULL;9;Google;NULL;NULL;236932;704661;8.8218828000;47.2749880000;NULL;Bezirk Hinwil;2B;NULL;NULL;NULL;NULL;112;Bubikon;NULL;NULL;4839874;NULL;NULL;NULL;44937;0;2586942;2011-07-19 04:51:46.200;NULL
5314730;2011-05-16 15:00:49.687;2011-07-26 20:47:31.443;-1;200;5314730;5314730;19;20;2011-07-01 00:00:00.000;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;1;NULL;0;NULL;0;1;1;0;NULL;0;NULL;0;0;NULL;NULL;1;NULL;NULL;4;1;1;NULL;5.5;NULL;0;0;NULL;2011;NULL;8603;NULL;Dorfstrasse;NULL;1;0 m;2000 m;NULL;NULL;NULL;NULL;2500 m;NULL;NULL;NULL;NULL;NULL;NULL;NULL;158;267;NULL;NULL;NULL;7/5/2011 6:19:38 PM;0;NULL;NULL;NULL;1045000;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;39758058;41254719;41891251;NULL;9;Google;NULL;NULL;248447;691562;8.6511326000;47.3804954000;NULL;Bezirk Uster;3;NULL;NULL;NULL;NULL;197;Schwerzenbach;266;1;5962882;2011-07-05 20:54:33.530;17;17;45758;0;3297055;2011-07-26 20:47:31.430;NULL
5316109;2011-05-17 04:47:53.937;2016-03-22 14:22:33.097;-1;201;5078943;5316109;1;10;2016-04-01 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;3.5;NULL;NULL;NULL;NULL;NULL;8;8586;NULL;Aachweg;NULL;1;1000;NULL;NULL;NULL;NULL;NULL;250;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;10.02.2016 11:27:58;NULL;1185;985;200;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;64;Weinfelden;CH;NULL;NULL;NULL;8570;NULL;NULL;39766532;154033783;156210711;NULL;9;Google;NULL;NULL;267944;733830;9.2165664000;47.5485732000;NULL;Bezirk Bischofszell;3;NULL;NULL;NULL;NULL;4476;Erlen;NULL;5;13324561;NULL;NULL;NULL;1948;0;2480983;2016-03-22 14:22:33.063;NULL
5328081;2011-05-20 04:48:04.223;2016-04-20 20:12:09.853;20;201;11679196;5328081;8;10;2016-04-20 20:12:09.793;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2011;8;6331;Hünenberg;Rothusstrasse;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;28.08.2015 11:07:09;NULL;218;200;18;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Olten;CH;NULL;NULL;NULL;4601;NULL;NULL;39844121;158165362;129776897;NULL;6;Google;NULL;NULL;223770;676165;8.4430868000;47.1605164000;NULL;Kanton Zug;NULL;NULL;NULL;NULL;NULL;1703;Hünenberg;125;4;12872295;2015-06-30 16:03:00.613;-12;-12;402719;0;3955686;NULL;NULL
5329785;2011-05-20 12:35:14.057;2011-10-15 07:24:49.650;-1;204;5323942;5329785;4;20;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;6;NULL;0;0;NULL;NULL;NULL;1405;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;141;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;845000;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;39858168;39894657;44571343;NULL;5;Google;NULL;NULL;179282;541224;6.6692374000;46.7621197000;NULL;District du Jura-Nord vaudois;NULL;NULL;NULL;NULL;NULL;5926;Pomy;NULL;NULL;5966867;NULL;NULL;NULL;73067;0;3300079;2011-10-15 07:24:49.633;NULL
5331114;2011-05-20 20:45:30.310;2015-11-03 17:21:35.920;20;200;5331114;5331114;4;20;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;6.5;NULL;NULL;NULL;NULL;2014;NULL;6285;Hitzkirch;Trestenberghalde;NULL;1;NULL;19000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;180;520;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1140000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;39883817;149317075;114237345;NULL;6;Google;NULL;NULL;230587;662997;8.2703953000;47.2232116000;NULL;Amt Hochdorf;NULL;NULL;NULL;NULL;NULL;1030;Hitzkirch;NULL;1;12256503;2014-07-28 16:37:44.610;2;15;48296;0;4109006;NULL;NULL
5345503;2011-05-26 12:56:05.337;2016-04-21 18:22:37.207;20;201;5345503;5345503;8;10;2016-04-21 18:22:36.990;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8;9230;Flawil;Bahnhofstrasse;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;17.03.2015 09:30:43;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;St. Gallen;CH;NULL;NULL;NULL;9004;NULL;NULL;40038437;158261575;128394669;NULL;9;Google;NULL;NULL;252930;731986;9.1876310000;47.4139478000;NULL;Wahlkreis Wil;11;NULL;NULL;NULL;NULL;3402;Flawil;262;4;5974804;NULL;NULL;NULL;50422;0;3305625;NULL;NULL
5347350;2011-05-27 04:51:59.500;2016-04-20 19:22:50.843;20;201;7090125;5347350;7;20;9999-12-31 00:00:00.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1902;8;2300;La Chaux-de-Fonds;Rue de la Ronde;NULL;1;250;NULL;NULL;NULL;NULL;NULL;100;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;353;NULL;NULL;NULL;01.12.2015 09:49:24;NULL;NULL;NULL;NULL;650000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Carouge;CH;NULL;NULL;NULL;1227;NULL;NULL;40054740;158163366;107684559;NULL;6;Google;NULL;NULL;217321;554096;6.8338898000;47.1052916000;NULL;District de la Chaux-de-Fonds;NULL;NULL;NULL;NULL;NULL;6421;La Chaux-de-Fonds;NULL;1;6463325;2011-07-12 04:18:18.943;-2;-2;24168;0;3989595;NULL;NULL
5348422;2011-05-27 12:48:18.793;2016-04-21 10:53:50.740;20;201;5266584;5348422;1;20;9999-12-31 00:00:00.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;1;NULL;NULL;NULL;1;NULL;NULL;2.5;NULL;NULL;NULL;NULL;1997;8;6600;Muralto;NULL;NULL;1;250;NULL;250;NULL;250;NULL;250;NULL;NULL;NULL;NULL;NULL;NULL;NULL;67;NULL;NULL;NULL;NULL;17.03.2015 09:28:41;NULL;NULL;NULL;NULL;860000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Locarno;CH;NULL;NULL;NULL;6600;NULL;NULL;40066850;158210595;107684563;NULL;4;Google;NULL;NULL;114446;705657;8.8068200000;46.1732000000;NULL;Distretto di Locarno;NULL;NULL;410474.646839558;410474.646839558;410474.646839558;5113;Locarno;NULL;1;5173823;NULL;NULL;NULL;75597;0;2792395;NULL;NULL
5350832;2011-05-28 05:15:34.130;2016-04-21 00:52:21.867;20;201;5345758;5350832;23;10;9999-12-31 00:00:00.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8;8713;Uerikon;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;05.07.2011 10:09:05;NULL;67;67;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Zürich;CH;NULL;NULL;NULL;8048;NULL;NULL;40088641;158178606;132394404;NULL;5;Google;NULL;NULL;232922;699600;8.7541192000;47.2397042000;NULL;Bezirk Meilen;NULL;NULL;NULL;NULL;NULL;158;Stäfa;NULL;5;5974903;NULL;NULL;NULL;6081;0;3305707;NULL;NULL
5351651;2011-05-28 12:49:22.403;2016-03-14 08:42:05.730;-1;201;5351651;5351651;1;10;2016-07-01 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;3.5;NULL;NULL;NULL;NULL;1975;8;3176;NULL;Grabmattweg;NULL;1;200;NULL;NULL;NULL;200;NULL;2500;NULL;NULL;NULL;NULL;NULL;1;NULL;68;NULL;NULL;NULL;NULL;10.03.2016 03:30:10;NULL;1170;990;180;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;CH;NULL;NULL;NULL;NULL;NULL;NULL;40094251;155598899;155738528;NULL;9;Google;NULL;NULL;193763;590727;7.3169500000;46.8949138000;NULL;Amtsbezirk Laupen;14;5.4879460689793;1331.26271190558;1331.26271190558;1331.26271190558;670;Neuenegg;NULL;5;13329854;NULL;NULL;NULL;51421;0;5331915;2016-03-14 08:42:05.717;NULL
5357942;2011-05-31 12:49:07.753;2016-03-11 14:32:19.800;-1;201;5357942;5357942;1;10;2016-04-01 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;1;NULL;NULL;3;NULL;NULL;NULL;NULL;1994;8;7018;NULL;Via Surpunt;NULL;1;NULL;NULL;100;NULL;100;300;1000;NULL;NULL;NULL;NULL;NULL;1;NULL;66;NULL;NULL;NULL;NULL;02.01.2016 16:09:38;NULL;1568;1278;290;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Wädenswil;CH;NULL;NULL;NULL;8820;NULL;NULL;40157772;152537272;155649991;NULL;9;Google;NULL;NULL;188368;741196;9.2894514000;46.8314739000;NULL;Bezirk Imboden;4A;4.57953893774448;1554.5726976212;1554.5726976212;1554.5726976212;3732;Flims;NULL;5;13247142;2016-01-02 19:32:08.360;-5;-5;87505;1;2629534;2016-03-11 14:32:19.770;NULL
5360610;2011-06-01 04:45:36.357;2016-04-21 15:12:31.093;20;201;5360610;5360610;12;20;9999-12-31 00:00:00.000;1;NULL;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;1;NULL;NULL;NULL;1;1;NULL;5.5;NULL;NULL;NULL;NULL;2015;8;2206;Les Geneveys-sur-Coffrane;Rue des Prélets;NULL;1;100;NULL;100;NULL;100;NULL;50;NULL;NULL;NULL;NULL;NULL;NULL;NULL;151;NULL;NULL;NULL;NULL;19.01.2016 18:03:32;NULL;NULL;NULL;NULL;580000;NULL;NULL;NULL;1;NULL;NULL;A 100 mètres de toutes les comodités;NULL;NULL;NULL;Peseux;CH;NULL;NULL;NULL;2034;NULL;NULL;40178733;158242638;107684579;NULL;6;Google;NULL;NULL;207182;555379;6.8517909000;47.0141753000;NULL;District du Val-de-Ruz;NULL;NULL;NULL;NULL;NULL;6487;Val-de-Ruz;NULL;1;13281700;2016-01-19 22:33:02.487;8;10;23488;0;5066363;NULL;NULL
